id,label
3363,1
3366,0
3367,1
3368,1
3369,1
3371,1
3372,0
3373,0
3378,0
3380,0
3381,0
3382,0
3383,0
3385,1
3389,0
3392,0
3394,1
3396,1
3397,0
3398,0
3399,0
3405,1
3406,1
3407,1
3409,1
3411,0
3415,1
3416,1
3420,0
3422,0
3423,0
3425,0
3427,0
3429,0
3431,1
3432,1
3433,0
3435,0
3439,0
3440,0
3441,0
3443,0
3445,0
3446,1
3447,0
3449,0
3451,1
3452,0
3453,0
3454,1
3455,1
3456,0
3458,0
3459,1
3462,1
3465,1
3468,0
3469,1
3470,0
3473,1
3475,1
3476,1
3477,0
3478,1
3480,1
3481,1
3482,1
3484,0
3488,1
3490,0
3491,0
3494,0
3496,1
3498,0
3499,0
3500,0
3502,1
3505,0
3506,1
3513,0
3515,1
3518,1
3519,0
3521,0
3522,1
3527,1
3532,1
3535,1
3538,1
3539,0
3541,0
3542,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,1
3550,1
3551,1
3552,0
3555,1
3556,0
3558,0
3561,1
3563,0
3565,0
3567,1
3568,0
3573,0
3578,1
3582,1
3585,1
3586,0
3588,1
3589,1
3593,1
3595,1
3597,1
3598,0
3599,1
3600,0
3601,1
3604,1
3607,1
3608,1
3609,1
3612,0
3613,1
3614,0
3617,1
3619,1
3622,1
3623,1
3624,1
3626,0
3628,0
3629,1
3632,1
3633,0
3634,0
3636,1
3638,1
3639,0
3640,0
3641,1
3642,0
3643,0
3644,1
3647,1
3648,1
3651,0
3652,1
3653,0
3655,1
3656,0
3657,0
3658,1
3659,1
3662,0
3667,1
3668,0
3669,0
3670,1
3673,0
3674,0
3676,0
3677,0
3678,1
3681,1
3683,0
3684,0
3686,0
3687,0
3688,0
3695,1
3696,0
3701,1
3702,0
3707,1
3709,0
3711,1
3712,1
3713,1
3715,0
3720,1
3725,0
3728,1
3729,0
3731,1
3732,1
3734,1
3735,1
3737,1
3739,1
3740,1
3742,1
3744,0
3745,1
3747,1
3756,0
3757,1
3760,1
3762,0
3765,1
3769,1
3771,1
3773,0
3774,1
3778,1
3780,1
3781,1
3782,0
3783,0
3786,1
3787,1
3788,0
3790,0
3791,1
3793,1
3796,1
3806,0
3808,1
3813,0
3814,1
3815,1
3816,1
3819,0
3820,1
3822,0
3829,0
3832,0
3835,1
3842,1
3844,0
3845,1
3847,1
3848,0
3849,0
3850,1
3851,1
3853,1
3855,0
3856,1
3858,0
3859,0
3860,1
3865,0
3869,0
3870,0
3872,1
3875,1
3877,0
3879,0
3881,0
3884,1
3885,1
3888,0
3889,0
3891,1
3894,0
3897,0
3898,1
3899,1
3901,0
3904,1
3905,1
3906,0
3908,1
3912,1
3913,0
3918,1
3921,0
3923,0
3933,0
3935,1
3937,1
3938,0
3942,1
3946,0
3947,1
3948,1
3952,0
3954,1
3957,1
3958,1
3960,0
3963,1
3967,0
3968,1
3970,1
3971,1
3975,0
3977,1
3979,0
3980,1
3982,0
3983,1
3984,1
3985,0
3987,0
3989,1
3992,0
3993,1
3995,1
3996,0
3997,0
